# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
5.65          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.549700e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.66          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.544615e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.67          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.539604e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.68          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.534662e+03	(5.496977e+02 1.329196e+02 -1.603556e+03)
5.69          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.530292e+03	(5.726128e+02 1.072161e+02 -1.602999e+03)
5.7           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.526068e+03	(5.726128e+02 1.072161e+02 -1.602999e+03)
5.71          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.521889e+03	(5.726128e+02 1.072161e+02 -1.602999e+03)
5.72          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.517752e+03	(5.726128e+02 1.072161e+02 -1.602999e+03)
5.73          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.513657e+03	(5.726128e+02 1.072161e+02 -1.602999e+03)
5.74          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.509604e+03	(5.726128e+02 1.072161e+02 -1.602999e+03)
5.75          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.505590e+03	(5.726128e+02 1.072161e+02 -1.602999e+03)
5.76          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.501616e+03	(5.726128e+02 1.072161e+02 -1.602999e+03)
5.77          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.497699e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.78          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.493847e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.79          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.490031e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.8           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.486250e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.81          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.482505e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.82          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.478794e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.83          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.475118e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.84          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.471474e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.85          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.467863e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.86          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.464285e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.87          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.460737e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.88          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.457221e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.89          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.453734e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.9           	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.450278e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.91          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.446851e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.92          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.443452e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.93          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.440081e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.94          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.436738e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.95          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.433422e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.96          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.430133e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.97          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.426870e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.98          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.423633e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
5.99          	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.420420e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
6             	T             	3.000000e+02	(4.476930e+02 1.838970e+02 -1.604003e+03)	1.417233e+03	(5.740407e+02 1.072281e+02 -1.602959e+03)
